persona_id,persona_name,goal,risk,horizon,experience,amount,rank,fund_id,fund_name,category,asset_class,score,match_level,sharpe,sortino,cagr3y,volatility,null_fields
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",3,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",83.17,"high",4.23,6.5,7.77,0.35,0
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",4,"Invesco_India_Arbitrage_Fund___Direct_Plan_127","Invesco India Arbitrage Fund - Direct Plan","HY-AR","Hybrid",81.92,"high",4.25,6.36,7.78,0.35,0
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",5,"Aditya_Birla_Sun_Life_Arbitrage_Fund___Direct_Plan_4","Aditya Birla Sun Life Arbitrage Fund - Direct Plan","HY-AR","Hybrid",79.45,"high",4.02,5.98,7.73,0.35,0
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",6,"Baroda_BNP_Paribas_Arbitrage_Fund___Direct_Plan_51","Baroda BNP Paribas Arbitrage Fund - Direct Plan","HY-AR","Hybrid",78.27,"high",3.61,5.97,7.65,0.37,0
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",7,"ICICI_Prudential_Income_Plus_Arbitrage_Omni_FoF____120","ICICI Prudential Income Plus Arbitrage Omni FoF - Direct Plan","HY-IPA","Hybrid",50.38,"medium",1.65,3.34,11.5,3.02,0
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",8,"Bandhan_Income_Plus_Arbitrage_Active_FoF___Direct__41","Bandhan Income Plus Arbitrage Active FoF - Direct Plan","HY-IPA","Hybrid",43.61,"medium",1.19,2.1,7.62,0.92,0
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",9,"Edelweiss_Equity_Savings_Fund___Direct_Plan_76","Edelweiss Equity Savings Fund - Direct Plan","HY-EQ S","Hybrid",41.43,"medium",1.64,2.27,12.51,3.48,0
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",1,"LIC_MF_Nifty_Midcap_100_ETF_669","LIC MF Nifty Midcap 100 ETF","EQ-MC","Equity",22.81,"low",,,,,4
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",2,"Kotak_Nifty_Midcap_150_Momentum_50_Index_Fund___Di_631","Kotak Nifty Midcap 150 Momentum 50 Index Fund - Direct Plan","EQ-MC","Equity",22.2,"low",,,,,4
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",3,"HDFC_Focused_Fund___Direct_Plan_363","HDFC Focused Fund - Direct Plan","EQ-FLX","Equity",57.28,"medium",1.55,2.48,23.28,9.54,0
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",4,"Parag_Parikh_Flexi_Cap_Fund___Direct_Plan_904","Parag Parikh Flexi Cap Fund - Direct Plan","EQ-FLX","Equity",56.43,"medium",1.68,2.59,20.87,8.29,0
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",5,"DSP_Value_Fund___Direct_Plan_256","DSP Value Fund - Direct Plan","EQ-VAL","Equity",48.8,"medium",1.45,2.23,21.13,9.66,0
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",6,"SBI_Nifty50_Equal_Weight_Index_Fund___Direct_Plan_992","SBI Nifty50 Equal Weight Index Fund - Direct Plan","EQ-LC","Equity",25.25,"low",,,,,4
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",7,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",59.13,"medium",4.23,6.5,7.77,0.35,0
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",8,"Invesco_India_Arbitrage_Fund___Direct_Plan_127","Invesco India Arbitrage Fund - Direct Plan","HY-AR","Hybrid",58.69,"medium",4.25,6.36,7.78,0.35,0
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",9,"Nippon_India_Multi_Asset_Allocation_Fund___Direct__181","Nippon India Multi Asset Allocation Fund - Direct Plan","HY-MAA","Hybrid",58.37,"medium",2.08,2.94,22.97,7.42,0
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",1,"HSBC_Multi_Cap_Fund___Direct_Plan_430","HSBC Multi Cap Fund - Direct Plan","EQ-MLC","Equity",40.15,"medium",,,24.95,,3
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",2,"Tata_Multicap_Fund___Direct_Plan_1063","Tata Multicap Fund - Direct Plan","EQ-MLC","Equity",29.88,"low",,,15.08,,3
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",3,"SBI_Nifty50_Equal_Weight_Index_Fund___Direct_Plan_992","SBI Nifty50 Equal Weight Index Fund - Direct Plan","EQ-LC","Equity",24.9,"low",,,,,4
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",4,"DSP_Nifty_Top_10_Equal_Weight_ETF_251","DSP Nifty Top 10 Equal Weight ETF","EQ-LC","Equity",21.06,"low",,,,,4
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",5,"Mahindra_Manulife_Value_Fund___Direct_Plan_688","Mahindra Manulife Value Fund - Direct Plan","EQ-VAL","Equity",25.72,"low",,,,,4
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",6,"UTI_Nifty_500_Value_50_Index_Fund___Direct_Plan_1140","UTI Nifty 500 Value 50 Index Fund - Direct Plan","EQ-VAL","Equity",25.22,"low",,,,,4
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",7,"ICICI_Prudential_Dy__mic_Asset_Allocation_Active_F_116","ICICI Prudential Dy--mic Asset Allocation Active FoF - Direct Plan","HY-DAA","Hybrid",47.4,"medium",1.44,2.05,14.64,5.33,0
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",8,"ICICI_Prudential_Balanced_Advantage_Fund___Direct__114","ICICI Prudential Balanced Advantage Fund - Direct Plan","HY-DAA","Hybrid",45.85,"medium",1.33,1.89,14.4,5.48,0
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",9,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",67.77,"medium",4.23,6.5,7.77,0.35,0
