persona_id,persona_name,goal,risk,horizon,experience,amount,rank,fund_id,fund_name,category,asset_class,score,match_level,sharpe,sortino,cagr3y,volatility,null_fields,confidence_level,confidence_reason
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",7,"Aditya_Birla_Sun_Life_Floating_Rate_Fund___Direct__25","Aditya Birla Sun Life Floating Rate Fund - Direct Plan","DT-Floater","Debt",67.99,"medium",2.5,3.26,7.85,0.55,0,"high","Fund has 10+ year track record and complete performance history."
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",8,"Axis_Treasury_Advantage_Fund___Direct_Plan_65","Axis Treasury Advantage Fund - Direct Plan","DT-LD","Debt",71.2,"high",2.86,4.35,7.7,0.44,0,"high","Fund has 10+ year track record and complete performance history."
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",9,"Mahindra_Manulife_Low_Duration_Fund___Direct_Plan_330","Mahindra Manulife Low Duration Fund - Direct Plan","DT-LD","Debt",70.52,"high",2.91,4,7.71,0.42,0,"high","Fund has 9-year track record and complete performance history."
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",1,"ICICI_Prudential_Short_Term_Fund___Direct_Plan_258","ICICI Prudential Short Term Fund - Direct Plan","DT-SD","Debt",53.48,"medium",2.21,3.27,8.33,0.83,0,"high","Fund has 10+ year track record and complete performance history."
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",2,"ICICI_Prudential_Corporate_Bond_Fund___Direct_Plan_238","ICICI Prudential Corporate Bond Fund - Direct Plan","DT-CB","Debt",48.26,"medium",1.8,2.55,8.01,0.87,0,"high","Fund has 10+ year track record and complete performance history."
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",3,"Axis_Short_Duration_Fund___Direct_Plan_63","Axis Short Duration Fund - Direct Plan","DT-SD","Debt",47.55,"medium",1.55,2.62,8.18,1.04,0,"high","Fund has 10+ year track record and complete performance history."
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",4,"Kotak_Floating_Rate_Fund___Direct_Plan_300","Kotak Floating Rate Fund - Direct Plan","DT-Floater","Debt",62.73,"medium",2.61,4.56,8.35,0.7,0,"high","Fund has 7-year track record and complete performance history."
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",5,"Aditya_Birla_Sun_Life_Floating_Rate_Fund___Direct__25","Aditya Birla Sun Life Floating Rate Fund - Direct Plan","DT-Floater","Debt",55.25,"medium",2.5,3.26,7.85,0.55,0,"high","Fund has 10+ year track record and complete performance history."
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",6,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",78.72,"high",4.23,6.5,7.77,0.35,0,"high","Fund has 7-year track record and complete performance history."
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",7,"Invesco_India_Arbitrage_Fund___Direct_Plan_127","Invesco India Arbitrage Fund - Direct Plan","HY-AR","Hybrid",77.48,"high",4.25,6.36,7.78,0.35,0,"high","Fund has 10+ year track record and complete performance history."
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",8,"Nippon_India_Ultra_Short_Duration_Fund___Direct_Pl_385","Nippon India Ultra Short Duration Fund - Direct Plan","DT-USD","Debt",77.92,"high",4.28,6.42,7.68,0.29,0,"high","Fund has 10+ year track record and complete performance history."
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",9,"Union_Liquid_Fund___Direct_Plan_460","Union Liquid Fund - Direct Plan","DT-LIQ","Debt",75.56,"high",3.66,6.01,7.05,0.19,0,"high","Fund has 10+ year track record and complete performance history."
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",1,"HDFC_NIFTY_Midcap_150_ETF_393","HDFC NIFTY Midcap 150 ETF","EQ-MC","Equity",27.07,"low",,,24.24,,3,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",2,"HDFC_NIFTY_Midcap_150_Index_Fund___Direct_Plan_394","HDFC NIFTY Midcap 150 Index Fund - Direct Plan","EQ-MC","Equity",8.37,"low",,,,,4,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",3,"Parag_Parikh_Flexi_Cap_Fund___Direct_Plan_904","Parag Parikh Flexi Cap Fund - Direct Plan","EQ-FLX","Equity",47.51,"medium",1.68,2.59,20.87,8.29,0,"high","Fund has 10+ year track record and complete performance history."
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",4,"HSBC_Multi_Cap_Fund___Direct_Plan_430","HSBC Multi Cap Fund - Direct Plan","EQ-MLC","Equity",26.75,"low",,,24.95,,3,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",5,"DSP_Value_Fund___Direct_Plan_256","DSP Value Fund - Direct Plan","EQ-VAL","Equity",39.22,"low",1.45,2.23,21.13,9.66,0,"high","Fund has 5-year track record and complete performance history."
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",6,"Mirae_Asset_Nifty50_Equal_Weight_ETF_721","Mirae Asset Nifty50 Equal Weight ETF","EQ-LC","Equity",12.65,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",7,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",63.89,"medium",4.23,6.5,7.77,0.35,0,"high","Fund has 7-year track record and complete performance history."
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",8,"Invesco_India_Arbitrage_Fund___Direct_Plan_127","Invesco India Arbitrage Fund - Direct Plan","HY-AR","Hybrid",62.79,"medium",4.25,6.36,7.78,0.35,0,"high","Fund has 10+ year track record and complete performance history."
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",9,"Aditya_Birla_Sun_Life_Arbitrage_Fund___Direct_Plan_4","Aditya Birla Sun Life Arbitrage Fund - Direct Plan","HY-AR","Hybrid",61.7,"medium",4.02,5.98,7.73,0.35,0,"high","Fund has 10+ year track record and complete performance history."
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",1,"HSBC_Multi_Cap_Fund___Direct_Plan_430","HSBC Multi Cap Fund - Direct Plan","EQ-MLC","Equity",26.93,"low",,,24.95,,3,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",2,"Tata_Multicap_Fund___Direct_Plan_1063","Tata Multicap Fund - Direct Plan","EQ-MLC","Equity",20.04,"low",,,15.08,,3,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",3,"SBI_Nifty50_Equal_Weight_Index_Fund___Direct_Plan_992","SBI Nifty50 Equal Weight Index Fund - Direct Plan","EQ-LC","Equity",11.9,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",4,"SBI_BSE_Sensex_Index_Fund___Direct_Plan_962","SBI BSE Sensex Index Fund - Direct Plan","EQ-LC","Equity",11.01,"low",,,,,4,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",5,"UTI_Nifty_500_Value_50_Index_Fund___Direct_Plan_1140","UTI Nifty 500 Value 50 Index Fund - Direct Plan","EQ-VAL","Equity",13.48,"low",,,,,4,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",6,"Mahindra_Manulife_Value_Fund___Direct_Plan_688","Mahindra Manulife Value Fund - Direct Plan","EQ-VAL","Equity",12.3,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",7,"ICICI_Prudential_Dy__mic_Asset_Allocation_Active_F_116","ICICI Prudential Dy--mic Asset Allocation Active FoF - Direct Plan","HY-DAA","Hybrid",45.03,"medium",1.44,2.05,14.64,5.33,0,"high","Fund has 10+ year track record and complete performance history."
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",8,"ICICI_Prudential_Balanced_Advantage_Fund___Direct__114","ICICI Prudential Balanced Advantage Fund - Direct Plan","HY-DAA","Hybrid",43.56,"medium",1.33,1.89,14.4,5.48,0,"high","Fund has 10+ year track record and complete performance history."
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",9,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",64.38,"medium",4.23,6.5,7.77,0.35,0,"high","Fund has 7-year track record and complete performance history."
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",1,"Parag_Parikh_Conservative_Hybrid_Fund___Direct_Pla_188","Parag Parikh Conservative Hybrid Fund - Direct Plan","HY-CH","Hybrid",42.38,"medium",1.51,2.78,11.9,3.1,0,"high","Fund has 5-year track record and complete performance history."
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",2,"ICICI_Prudential_Regular_Savings_Fund___Direct_Pla_123","ICICI Prudential Regular Savings Fund - Direct Plan","HY-CH","Hybrid",39.85,"low",1.49,2.25,11.12,2.91,0,"high","Fund has 10+ year track record and complete performance history."
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",3,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",79.01,"high",4.23,6.5,7.77,0.35,0,"high","Fund has 7-year track record and complete performance history."
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",4,"Invesco_India_Arbitrage_Fund___Direct_Plan_127","Invesco India Arbitrage Fund - Direct Plan","HY-AR","Hybrid",77.82,"high",4.25,6.36,7.78,0.35,0,"high","Fund has 10+ year track record and complete performance history."
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",5,"Aditya_Birla_Sun_Life_Arbitrage_Fund___Direct_Plan_4","Aditya Birla Sun Life Arbitrage Fund - Direct Plan","HY-AR","Hybrid",75.47,"high",4.02,5.98,7.73,0.35,0,"high","Fund has 10+ year track record and complete performance history."
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",6,"Baroda_BNP_Paribas_Arbitrage_Fund___Direct_Plan_51","Baroda BNP Paribas Arbitrage Fund - Direct Plan","HY-AR","Hybrid",74.36,"high",3.61,5.97,7.65,0.37,0,"high","Fund has 9-year track record and complete performance history."
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",7,"ICICI_Prudential_Income_Plus_Arbitrage_Omni_FoF____120","ICICI Prudential Income Plus Arbitrage Omni FoF - Direct Plan","HY-IPA","Hybrid",47.86,"medium",1.65,3.34,11.5,3.02,0,"high","Fund has 10+ year track record and complete performance history."
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",8,"Bandhan_Income_Plus_Arbitrage_Active_FoF___Direct__41","Bandhan Income Plus Arbitrage Active FoF - Direct Plan","HY-IPA","Hybrid",41.43,"medium",1.19,2.1,7.62,0.92,0,"high","Fund has 10+ year track record and complete performance history."
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",9,"Edelweiss_Equity_Savings_Fund___Direct_Plan_76","Edelweiss Equity Savings Fund - Direct Plan","HY-EQ S","Hybrid",39.36,"low",1.64,2.27,12.51,3.48,0,"high","Fund has 10+ year track record and complete performance history."
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",1,"HDFC_NIFTY_Midcap_150_Index_Fund___Direct_Plan_394","HDFC NIFTY Midcap 150 Index Fund - Direct Plan","EQ-MC","Equity",11.81,"low",,,,,4,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",2,"LIC_MF_Nifty_Midcap_100_ETF_669","LIC MF Nifty Midcap 100 ETF","EQ-MC","Equity",10.91,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",3,"HDFC_Focused_Fund___Direct_Plan_363","HDFC Focused Fund - Direct Plan","EQ-FLX","Equity",54.42,"medium",1.55,2.48,23.28,9.54,0,"high","Fund has 10+ year track record and complete performance history."
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",4,"Parag_Parikh_Flexi_Cap_Fund___Direct_Plan_904","Parag Parikh Flexi Cap Fund - Direct Plan","EQ-FLX","Equity",53.61,"medium",1.68,2.59,20.87,8.29,0,"high","Fund has 10+ year track record and complete performance history."
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",5,"DSP_Value_Fund___Direct_Plan_256","DSP Value Fund - Direct Plan","EQ-VAL","Equity",46.36,"medium",1.45,2.23,21.13,9.66,0,"high","Fund has 5-year track record and complete performance history."
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",6,"SBI_Nifty50_Equal_Weight_Index_Fund___Direct_Plan_992","SBI Nifty50 Equal Weight Index Fund - Direct Plan","EQ-LC","Equity",12.07,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",7,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",56.17,"medium",4.23,6.5,7.77,0.35,0,"high","Fund has 7-year track record and complete performance history."
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",8,"Invesco_India_Arbitrage_Fund___Direct_Plan_127","Invesco India Arbitrage Fund - Direct Plan","HY-AR","Hybrid",55.76,"medium",4.25,6.36,7.78,0.35,0,"high","Fund has 10+ year track record and complete performance history."
29,"Aggressive Education Accumulator","child_education","aggressive","long","experienced","medium",9,"Nippon_India_Multi_Asset_Allocation_Fund___Direct__181","Nippon India Multi Asset Allocation Fund - Direct Plan","HY-MAA","Hybrid",55.45,"medium",2.08,2.94,22.97,7.42,0,"high","Fund has 5-year track record and complete performance history."
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",1,"HSBC_Multi_Cap_Fund___Direct_Plan_430","HSBC Multi Cap Fund - Direct Plan","EQ-MLC","Equity",26.93,"low",,,24.95,,3,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",2,"Tata_Multicap_Fund___Direct_Plan_1063","Tata Multicap Fund - Direct Plan","EQ-MLC","Equity",20.04,"low",,,15.08,,3,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",3,"SBI_Nifty50_Equal_Weight_Index_Fund___Direct_Plan_992","SBI Nifty50 Equal Weight Index Fund - Direct Plan","EQ-LC","Equity",11.9,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",4,"SBI_BSE_Sensex_Index_Fund___Direct_Plan_962","SBI BSE Sensex Index Fund - Direct Plan","EQ-LC","Equity",11.01,"low",,,,,4,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",5,"UTI_Nifty_500_Value_50_Index_Fund___Direct_Plan_1140","UTI Nifty 500 Value 50 Index Fund - Direct Plan","EQ-VAL","Equity",13.48,"low",,,,,4,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",6,"Mahindra_Manulife_Value_Fund___Direct_Plan_688","Mahindra Manulife Value Fund - Direct Plan","EQ-VAL","Equity",12.3,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",7,"ICICI_Prudential_Dy__mic_Asset_Allocation_Active_F_116","ICICI Prudential Dy--mic Asset Allocation Active FoF - Direct Plan","HY-DAA","Hybrid",45.03,"medium",1.44,2.05,14.64,5.33,0,"high","Fund has 10+ year track record and complete performance history."
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",8,"ICICI_Prudential_Balanced_Advantage_Fund___Direct__114","ICICI Prudential Balanced Advantage Fund - Direct Plan","HY-DAA","Hybrid",43.56,"medium",1.33,1.89,14.4,5.48,0,"high","Fund has 10+ year track record and complete performance history."
30,"Balanced Education Planner","child_education","moderate","long","intermediate","medium",9,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",64.38,"medium",4.23,6.5,7.77,0.35,0,"high","Fund has 7-year track record and complete performance history."
